id	word
377	director:
378	charges
379	beer's
380	assert
381	took
382	bashir
383	yawns
384	privacy
385	sassy
386	feedbag
387	twenty-two
388	effervescent
389	ehhhhhhhhh
390	drop-off
391	ing
392	bridge
393	pepper
394	achebe
395	hmf
396	somethin':
397	portentous
398	kicks
399	marge_simpson:
400	man_with_tree_hat:
401	getcha
402	ease
403	chapter
404	mansions
405	tapered
406	surgeonnn
407	happily:
408	coherent
409	thighs
410	muttering
411	laramie
412	tape
413	excavating
414	legs
415	sport
416	gator:
417	above
418	address
419	renovations
420	entering
421	shutting
422	renee
423	disco
424	away
425	elect
426	'your
427	plastic
428	flatly
429	lock
430	kick-ass
431	bauer
432	muffled
433	bleeding
434	boat
435	beloved
436	dad
437	song
438	schabadoo
439	little_hibbert_girl:
440	access
441	greetings
442	dirty
443	maiden
444	envy-tations
445	fancy
446	goes
447	specials
448	force
449	cloudy
450	troy:
451	booze
452	nectar
453	helped
454	inherent
455	wiggle
456	started
457	barney-type
458	self-satisfied
459	treasure
460	scam
461	pickin'
462	eight-year-old
463	sat-is-fac-tion
464	five
465	pig
466	wang
467	walk
468	switched
469	dumpster
470	lady_duff:
471	i'm-so-stupid
472	chairman
473	rough
474	m
475	shut
476	glen:
477	lennyy
478	mccarthy
479	plant
480	bums
481	sales
482	man's
483	rub
484	horses
485	company
486	things
487	hundreds
488	riding
489	slick
490	fresh
491	intriguing
492	break
493	smiled
494	lumpa
495	immiggants
496	laughter
497	bolting
498	swill
499	today/
500	rat-like
501	abercrombie
502	feelin's
503	created
504	fuss
505	macbeth
506	lefty's
507	bragging
508	brassiest
509	sniper
510	interrupting
511	species
512	noticing
513	aggravazes
514	connection
515	suppose
516	anniversary
517	devils:
518	upset
519	troubles
520	dog's
521	gonna
522	grope
523	onions
524	win
525	delays
526	gin
527	hideous
528	dealie
529	phase
530	reads
531	inning
532	dint
533	flanders
534	shuts
535	worldly
536	trade
537	meaningless
538	affects
539	oak
540	explanation
541	invented
542	nuts
543	duff's
544	flynt
545	crapmore
546	hanh
547	either
548	hotline
549	fl
550	was
551	barn
552	wienerschnitzel
553	derek
554	bras
555	monster
556	quickly
557	sweetly
558	pulitzer
559	starting
560	kings
561	doy
562	only
563	brady's
564	logos
565	hoo
566	wasn't
567	kenny
568	health_inspector:
569	gary_chalmers:
570	spiritual
571	tearfully
572	donated
573	witches
574	massachusetts
575	that's
576	gesture
577	president
578	jay
579	storms
580	novel
581	bulletin
582	boston
583	urinal
584	stops
585	nineteen
586	floated
587	gestated
588	goal
589	pants
590	cheat
591	yello
592	game's
593	second
594	bathtub
595	mcstagger
596	fink
597	rag
598	habit
599	son's
600	wonder
601	peter
602	shareholder
603	figures
604	coins
605	aww
606	vermont
607	threatening
608	delivery_boy:
609	right
610	pond
611	wrapped
612	gutenberg
613	we're
614	intimacy
615	junior
616	rebuttal
617	bathroom
618	missed
619	temple
620	infatuation
621	sealed
622	name:
623	cleaner
624	fault
625	here's
626	serious
627	recommend
628	champs
629	conference
630	patrons:
631	sincerely
632	cake
633	rolls
634	toledo
635	nor
636	paris
637	yew
638	upgrade
639	schorr
640	does
641	stats
642	hungry
643	jar
644	sentimonies
645	procedure
646	unattended
647	leak
648	killer
649	pumping
650	confidentially
651	effigy
652	enter
653	nearly
654	melodramatic
655	ron
656	tank
657	straighten
658	artie_ziff:
659	turns
660	bald
661	a
662	cap
663	cheering
664	absolutely
665	hub
666	danish
667	crowded
668	nasty
669	whose
670	truth
671	slyly
672	inspired
673	cont'd:
674	passenger
675	dive
676	amanda
677	enterprising
678	beast
679	shakes
680	tells
681	bronco
682	drop
683	beggin'
684	roses
685	glummy
686	refreshing
687	my-y-y-y-y-y
688	skins
689	annual
690	car's
691	unexplained
692	s'pose
693	flowers
694	who'da
695	lotta
696	aristotle's
697	knocks
698	traffic
699	along
700	catch
701	social
702	bono
703	tanked-up
704	'morning
705	lady
706	dreamed
707	championship
708	cheaper
709	edna-lover-one-seventy-two
710	bret:
711	trip
712	parking
713	premise
714	moesy
715	is
716	notice
717	clench
718	organ
719	color
720	motel
721	sixteen
722	temper
723	nothin's
724	gimmick
725	deer
726	laws
727	contractors
728	venture
729	shove
730	livin'
731	hootie
732	mailbox
733	cashin'
734	sheriff
735	who
736	wazoo
737	annoyed
738	hated
739	pointy
740	tips
741	snappin'
742	businessman_#2:
743	defiantly
744	kids
745	burp
746	dae
747	encores
748	etc
749	quality
750	monkey
751	duffed
752	expert
753	dressing
754	zinged
755	publishers
756	guard
757	squeals
758	really
759	investor
760	awesome
761	abcs
762	disco_stu:
763	spacey
764	james
765	powers
766	gently
767	hide
768	huggenkiss
769	fair
770	10:15
771	creature
772	rat
773	payin'
774	front
775	slit
776	months
777	guide
778	products
779	african
780	'ceptin'
781	stan
782	candy
783	lousy
784	forgotten
785	messin'
786	th-th-th-the
787	proposing
788	ass
789	moe-lennium
790	felony
791	pockets
792	speed
793	coin
794	depository
795	shame
796	guts
797	outstanding
798	swatch
799	except
800	people
801	vacuum
802	someplace
803	narratin'
804	tenuous
805	territorial
806	steam
807	lovers
808	roz:
809	uh-oh
810	spine
811	thankful
812	lighten
813	beverage
814	stu
815	aims
816	infor
817	despite
818	whispered
819	/mr
820	courts
821	shares
822	depressing
823	winning
824	kodos:
825	sees/
826	doom
827	unlike
828	compete
829	ridin'
830	spaghetti-o's
831	absentminded
832	sack
833	depressin'
834	calendars
835	un-sults
836	uncreeped-out
837	dozen
838	stage
839	chic
840	impressed
841	most:
842	disgrace
843	vampires
844	reluctantly
845	though:
846	bar's
847	cell
848	coming
849	doll-baby
850	insurance
851	neanderthal
852	wouldn't
853	strips
854	asks
855	seminar
856	dean
857	shrieks
858	crossed
859	hour
860	appearance-altering
861	albert
862	by
863	credit
864	agree
865	glowers
866	sumatran
867	dr
868	puts
869	sat
870	don't
871	suave
872	arabs
873	picky
874	sink
875	booger
876	thousand-year
877	professor
878	continuum
879	augustus
880	twentieth
881	but
882	event
883	sued
884	dating
885	puke-holes
886	represents
887	gluten
888	sausage
889	gold
890	idealistic
891	dropping
892	dismissive
893	ruled
894	played
895	license
896	insist
897	thousands
898	tall
899	burt
900	cigarette
901	signal
902	goldarnit
903	saucy
904	seats
905	coney
906	blood-thirsty
907	family's
908	slender
909	pepsi
910	cuddling
911	double
912	doin'
913	creates
914	ahead
915	third
916	detail
917	law-abiding
918	grenky
919	jay:
920	michael
921	edner
922	wally
923	mirthless
924	conversations
925	joke
926	allow
927	that'd
928	ones
929	thought
930	captain
931	industry's
932	forgot
933	ya'
934	watchin'
935	half-beer
936	faded
937	hiya
938	ruint
939	re:
940	fat_in_the_hat:
941	languages
942	wishing
943	forced
944	knees
945	regulations
946	brief
947	further
948	newsweek
949	sickened
950	celebrities
951	tried
952	je
953	executive
954	grateful
955	kennedy
956	necklace
957	moolah-stealing
958	pursue
959	whoever
960	hammock
961	arts
962	perverse
963	course
964	remote
965	gr-aargh
966	bluff
967	they'll
968	wine
969	waylon_smithers:
970	names
971	truck
972	ugh
973	terrific
974	tommy
975	mostly
976	toasting
977	thing
978	jackpot-thief
979	waist
980	spent
981	learn
982	smile:
983	know
984	homer's_brain:
985	department
986	beans
987	spirit
988	st
989	button
990	fears
991	occurs
992	wraps
993	maher
994	killarney
995	tolerance
996	irishman
997	yak
998	deliberately
999	alcoholism
1000	workers
1001	throws
1002	page
1003	susie-q
1004	compadre
1005	sharity
1006	d
1007	oof
1008	of
1009	battin'
1010	tuna
1011	seven
1012	save
1013	ehhhhhh
1014	patented
1015	fulla
1016	snotball
1017	drummer
1018	fluoroscope
1019	appropriate
1020	mortal
1021	flourish
1022	neon
1023	beach
1024	moe-clone:
1025	considering:
1026	sticking
1027	bunch
1028	assassination
1029	california
1030	movement
1031	scary
1032	prayer
1033	rasputin's
1034	promotion
1035	priceless
1036	museum
1037	physical
1038	grabbing
1039	swings
1040	exclusive:
1041	excited
1042	prohibit
1043	gardens
1044	frankly
1045	angel
1046	traitor
1047	pleasant
1048	newest
1049	strategizing
1050	crony
1051	warren
1052	con
1053	think
1054	days
1055	having
1056	abolish
1057	socratic
1058	permanent
1059	muslim
1060	stool
1061	faces
1062	_kissingher:
1063	cologne
1064	bonding
1065	cheerin'
1066	beam
1067	banquo
1068	dutch
1069	stooges
1070	koji
1071	anyway
1072	dollface
1073	scratcher
1074	moe_szyslak:
1075	feat
1076	headhunters
1077	sixty-nine
1078	developed
1079	pregnancy
1080	anger
1081	recent
1082	show's
1083	fund
1084	sexy
1085	clams
1086	apulina
1087	moonnnnnnnn
1088	what-for
1089	robbers
1090	fingers
1091	victim
1092	50%
1093	small_boy:
1094	yours
1095	back
1096	hyahh
1097	rugged
1098	orifice
1099	schizophrenia
1100	city's
1101	neck
1102	crowd
1103	we'll
1104	forecast
1105	answered
1106	malabar
1107	federal
1108	fondest
1109	miss_lois_pennycandy:
1110	enemy
1111	i-i'll
1112	railroads
1113	gumbel
1114	human
1115	according
1116	flower
1117	oww
1118	reporter:
1119	winks
1120	belly
1121	indicates
1122	simp-sonnnn
1123	therapy
1124	romance
1125	linda
1126	watashi
1127	barbara
1128	cooker
1129	skunk
1130	games'd
1131	pouring
1132	ugliness
1133	instantly
1134	soul-crushing
1135	clothespins
1136	hole'
1137	slugger
1138	crime
1139	starla:
1140	beat
1141	whistles
1142	alfred
1143	sarcastic
1144	chief
1145	go-near-
1146	prize
1147	scum
1148	canyonero
1149	meant
1150	amber
1151	crinkly
1152	mimes
1153	zoomed
1154	peace
1155	rock
1156	distraught
1157	beached
1158	schemes
1159	seeing
1160	each
1161	stores
1162	fifty
1163	carlotta:
1164	don
1165	shores
1166	snake-handler
1167	kickoff
1168	dingy
1169	arrange
1170	racially-diverse
1171	polish
1172	football
1173	gimme
1174	changing
1175	cecil_terwilliger:
1176	quarry
1177	working
1178	horror
1179	harv:
1180	kermit
1181	optimistic
1182	sudden
1183	togetherness
1184	bowl
1185	corkscrew
1186	holidays
1187	wishful
1188	upn
1189	weather
1190	thrown
1191	trail
1192	team
1193	morning
1194	dude
1195	grain
1196	y-you
1197	amends
1198	thru
1199	ball's
1200	pushing
1201	monkeyshines
1202	salt
1203	actors
1204	commission
1205	correct
1206	view
1207	appear
1208	register
1209	guinea
1210	sneaky
1211	dress
1212	enough
1213	presentable
1214	al
1215	secret
1216	brawled
1217	fica
1218	liberty's
1219	amazed
1220	neat's-foot
1221	cauliflower
1222	soaking
1223	neighborhood
1224	radio
1225	cameras
1226	scratching
1227	eaten
1228	today
1229	jig
1230	officer
1231	sometimes
1232	farewell
1233	rods
1234	electronic
1235	full
1236	dreams
1237	marshmallow
1238	stepped
1239	wade_boggs:
1240	jaegermeister
1241	k
1242	ashamed
1243	approval
1244	flames
1245	media
1246	life-sized
1247	dad's
1248	date
1249	bum:
1250	way
1251	excellent
1252	stayed
1253	memories
1254	nail
1255	remain
1256	goodwill
1257	shreda
1258	barflies:
1259	theatrical
1260	awe
1261	tryin'
1262	list
1263	chocolate
1264	head-gunk
1265	mayor_joe_quimby:
1266	runners
1267	musketeers
1268	tony's
1269	vegas
1270	meet
1271	monday
1272	woman:
1273	caught
1274	ask
1275	bulked
1276	intelligent
1277	hole
1278	woozy
1279	plane
1280	domed
1281	offa
1282	masks
1283	patting
1284	announcer:
1285	shifty
1286	newly-published
1287	we'd
1288	fast-paced
1289	generous
1290	tornado
1291	be
1292	chastity
1293	pitch
1294	exciting
1295	unkempt
1296	fold
1297	lindsay
1298	lurleen
1299	sky
1300	queen's
1301	punk
1302	take-back
1303	grampa
1304	welcome
1305	griffith
1306	fat_tony:
1307	dancing
1308	adjust
1309	salvation
1310	throat
1311	los
1312	peach
1313	world
1314	standards
1315	harvard
1316	tootin'
1317	u
1318	confident
1319	70
1320	jokes
1321	forget
1322	realize
1323	sudoku
1324	dory
1325	who's
1326	stealings
1327	shoo
1328	premiering
1329	cutie
1330	watch
1331	woodchucks
1332	understood:
1333	c
1334	spend
1335	pressure's
1336	doooown
1337	badly
1338	chance
1339	nervous
1340	hail
1341	agency
1342	sets
1343	benefits
1344	chateau
1345	knowledge
1346	afford
1347	mention
1348	outlook
1349	bounced
1350	shot
1351	friend
1352	restless
1353	beaumarchais
1354	every
1355	four-star
1356	payback
1357	war
1358	doof
1359	kissed
1360	spellbinding
1361	ragtime
1362	kidney
1363	massive
1364	cheapskates
1365	drexel's
1366	embarrassing
1367	depressant
1368	flack
1369	wound
1370	starve
1371	lump
1372	cushion
1373	atlanta
1374	lucinda
1375	money
1376	easily
1377	prefer
1378	rig
1379	imagine
1380	askin'
1381	forty-five
1382	mccall
1383	push
1384	known
1385	towed
1386	alter
1387	delivery_man:
1388	street
1389	solves
1390	wear
1391	lighter
1392	crippling
1393	now's
1394	homer_doubles:
1395	junebug
1396	sodas
1397	tree
1398	encore
1399	sap
1400	ashtray
1401	octa-
1402	drawing
1403	camera
1404	item
1405	blown
1406	sacrifice
1407	bucket
1408	quite
1409	neither
1410	ohhhh
1411	pal
1412	beer-jerks
1413	town
1414	changes
1415	hate-hugs
1416	blubberino
1417	laughs
1418	laugh
1419	kansas
1420	ruuuule
1421	firm
1422	declare
1423	bushes
1424	monroe's
1425	flash-fry
1426	if
1427	menace
1428	beady
1429	popular
1430	playhouse
1431	tv_wife:
1432	gets
1433	avalanche
1434	u2:
1435	old_jewish_man:
1436	daniel
1437	uninhibited
1438	disgracefully
1439	jobless
1440	son-of-a
1441	stools
1442	propose
1443	marquee
1444	drollery
1445	fdic
1446	larry:
1447	planned
1448	fonda
1449	patriotic
1450	hooch
1451	planted
1452	showin'
1453	investment
1454	heavens
1455	marge
1456	listens
1457	owns
1458	hasn't
1459	shootin'
1460	rent
1461	serum
1462	politics
1463	corkscrews
1464	ivory
1465	wrecking
1466	xanders
1467	urge
1468	ball
1469	talkers
1470	process
1471	moon-bounce
1472	'kay-zugg'
1473	should
1474	sobo
1475	voters
1476	woman_bystander:
1477	jewelry
1478	unbelievably
1479	were
1480	activity
1481	remaining
1482	hooked
1483	wooooo
1484	irish
1485	paste
1486	so
1487	god
1488	exhale
1489	binoculars
1490	gambler
1491	weary
1492	smell
1493	squeal
1494	wildfever
1495	t-shirt
1496	high-falutin'
1497	busiest
1498	crisis
1499	illustrates
1500	mm-hmm
1501	century
1502	ocean
1503	hunky
1504	lenny_leonard:
1505	richard
1506	bitterly
1507	caper
1508	enemies
1509	roach
1510	lookalike
1511	overturned
1512	wage
1513	e
1514	mmmm
1515	married
1516	preparation
1517	statesmanlike
1518	stocking
1519	edge
1520	kirk_van_houten:
1521	violations
1522	expensive
1523	backward
1524	buyer
1525	jägermeister
1526	straight
1527	unsafe
1528	jackson
1529	drown
1530	reaction
1531	jackpot's
1532	stein-stengel-
1533	arab_man:
1534	you'd
1535	perfume
1536	tv
1537	enthusiastically
1538	hyper-credits
1539	hemorrhage-amundo
1540	an
1541	hits
1542	grand
1543	sound
1544	ninety-nine
1545	embarrassed
1546	jets
1547	vulgar
1548	peaked
1549	ringing
1550	your
1551	means
1552	indifferent
1553	certified
1554	lone
1555	ointment
1556	mt
1557	miracle
1558	lenny:
1559	spews
1560	wisconsin
1561	clinton
1562	iran
1563	international
1564	kind
1565	hawaii
1566	slow
1567	hugh:
1568	wouldn't-a
1569	aisle
1570	yard
1571	bottle
1572	results
1573	language
1574	revenge
1575	behavior
1576	boxcar
1577	priority
1578	losing
1579	hardhat
1580	extreme
1581	uneasy
1582	over
1583	sittin'
1584	happiness
1585	urban
1586	load
1587	boxers
1588	cakes
1589	bitter
1590	causes
1591	continuing
1592	usually
1593	lie
1594	audience:
1595	undermine
1596	late
1597	man:
1598	pour
1599	gone
1600	grandkids
1601	cruel
1602	perhaps
1603	utensils
1604	accelerating
1605	offer
1606	numeral
1607	voted
1608	rainforest
1609	banquet
1610	didn't
1611	reconsidering
1612	witty
1613	chinua
1614	gangrene
1615	grandiose
1616	eyeball
1617	tummies
1618	frat
1619	reminded
1620	publish
1621	plus
1622	hawking:
1623	hose
1624	fun
1625	diablo
1626	again
1627	stamps
1628	authorized
1629	stir
1630	retired
1631	lend
1632	alpha-crow
1633	glen
1634	whoo
1635	bash
1636	vin
1637	pile
1638	twice
1639	y'money's
1640	bedroom
1641	first
1642	hollowed-out
1643	believer
1644	year's
1645	elmo's
1646	writing
1647	bunion
1648	grind
1649	sincere
1650	wonderful
1651	slipped
1652	assume
1653	undies
1654	cozy
1655	expired
1656	cooler
1657	counter
1658	swine
1659	wipe
1660	partly
1661	drivers
1662	suddenly
1663	poem
1664	break-up
1665	voodoo
1666	marry
1667	toward
1668	rusty
1669	self-centered
1670	handed
1671	parrot
1672	goo
1673	achem
1674	sheet
1675	dea-d-d-dead
1676	acting
1677	marjorie
1678	hydrant
1679	knife
1680	stares
1681	jukebox_record:
1682	given
1683	great
1684	calvin
1685	court
1686	favor
1687	gabriel
1688	culkin
1689	germans
1690	dump
1691	lucius
1692	near
1693	spending
1694	control
1695	evils
1696	tha
1697	america
1698	stingy
1699	few
1700	college
1701	corner
1702	five-fifteen
1703	sweden
1704	soot
1705	mirror
1706	na
1707	hushed
1708	drank
1709	guilt
1710	eternity
1711	w
1712	panties
1713	breaking
1714	gun
1715	pick
1716	el
1717	present
1718	tastes
1719	shows
1720	pain
1721	sly
1722	comic_book_guy:
1723	restroom
1724	leg
1725	cruiser
1726	angry
1727	collette:
1728	carnival
1729	barf
1730	patty
1731	apartment
1732	both
1733	democrats
1734	decent
1735	give
1736	summer
1737	surprise
1738	football_announcer:
1739	till
1740	cab_driver:
1741	flea:
1742	cell-ee
1743	tire
1744	seem
1745	kick
1746	are
1747	illegal
1748	nine
1749	reach
1750	roy
1751	prettiest
1752	darkness
1753	onion
1754	madonna
1755	gus
1756	road
1757	arrived
1758	flashbacks
1759	copy
1760	mona_simpson:
1761	he's
1762	richer
1763	tight
1764	confused
1765	singers:
1766	grade
1767	dynamite
1768	tabooger
1769	million
1770	resolution
1771	buffalo's
1772	soothing
1773	favorite
1774	acquitted
1775	wonderin'
1776	pretend
1777	warmly
1778	awkward
1779	fuhgetaboutit
1780	spitting
1781	charged
1782	tv_daughter:
1783	tear
1784	cookies
1785	decide
1786	suspenders
1787	jockey
1788	neighbor's
1789	brought
1790	ribbon
1791	naked
1792	bible
1793	conclude
1794	cockroaches
1795	winded
1796	government
1797	stadium
1798	poster
1799	add
1800	pleased
1801	chunky
1802	selective
1803	boyhood
1804	super-nice
1805	done
1806	ratio
1807	man_at_bar:
1808	coat
1809	pub
1810	conditioners
1811	bettin'
1812	everybody
1813	important
1814	whiny
1815	darjeeling
1816	line
1817	nixon's
1818	talked
1819	rome
1820	horrors
1821	half-back
1822	schmoe
1823	b-day
1824	glad
1825	casual
1826	signed
1827	mcclure
1828	arms
1829	butt
1830	minimum
1831	nucular
1832	sugar
1833	tow
1834	rhode
1835	field
1836	daughter's
1837	spanish
1838	looooooooooooooooooong
1839	nothing
1840	carll
1841	sleeps
1842	presidential
1843	nagurski
1844	poisoning
1845	years
1846	hello
1847	waste
1848	reentering
1849	awful
1850	emotion
1851	left
1852	fine
1853	smells
1854	tab's
1855	edna's
1856	confidential
1857	robot
1858	ironic
1859	occupancy
1860	american
1861	crayon
1862	buzziness
1863	wolverines
1864	braun:
1865	bumbling
1866	exact
1867	sacajawea
1868	ooh
1869	admit
1870	declan
1871	ling
1872	housework
1873	wars
1874	summer's
1875	rather
1876	literature
1877	hah
1878	jogging
1879	fever
1880	resigned
1881	wrestling
1882	intrigued
1883	pre-columbian
1884	won't
1885	windex
1886	season
1887	aerospace
1888	dentist
1889	crowbar
1890	piling
1891	musical
1892	morose
1893	thawing
1894	thoughtfully
1895	stored
1896	midge
1897	author
1898	puffy
1899	rip
1900	wiping
1901	bart'd
1902	moe's_thoughts:
1903	rasputin
1904	wide
1905	agnes_skinner:
1906	committee
1907	helpless
1908	hare-brained
1909	indeed
1910	christmas
1911	mock-up
1912	f
1913	hero-phobia
1914	jubilant
1915	furry
1916	grave
1917	teeth
1918	taunting
1919	notorious
1920	tentative
1921	male_singers:
1922	wasting
1923	ducked
1924	liquor
1925	crappy
1926	unavailable
1927	sinister
1928	bride
1929	o'reilly
1930	mahatma
1931	fayed
1932	hans:
1933	else
1934	terrorizing
1935	presently
1936	came
1937	start
1938	studied
1939	possessions
1940	rutabaga
1941	painting
1942	sandwich
1943	would
1944	blossoming
1945	vance
1946	memory
1947	gals
1948	chin
1949	fix
1950	sideshow_mel:
1951	pall
1952	watt
1953	group
1954	wise
1955	darts
1956	slip
1957	make:
1958	killjoy
1959	3
1960	pharmaceutical
1961	gregor
1962	chase
1963	floor
1964	housewife
1965	um
1966	miss
1967	homer's
1968	pledge
1969	ballot
1970	grub
1971	options
1972	appreciated
1973	local
1974	sympathizer
1975	riveting
1976	pushes
1977	minute
1978	off
1979	polishing
1980	choice
1981	plug
1982	shocked
1983	cosmetics
1984	drunks
1985	smurfs
1986	puke-pail
1987	lincoln
1988	people's
1989	dang
1990	blessing
1991	spilled
1992	democracy
1993	tonight's
1994	hotenhoffer
1995	heavyset
1996	lady-free
1997	alarm
1998	assistant
1999	unfair
2000	john
2001	guy
2002	seymour
2003	passion
2004	ironed
2005	radioactive
2006	widow
2007	williams
2008	paints
2009	scornful
2010	said:
2011	father's
2012	hounds
2013	comedy
2014	chauffeur:
2015	other_book_club_member:
2016	fortune
2017	matter-of-fact
2018	allowance
2019	eighty-five
2020	store
2021	idiots
2022	typed
2023	grammy
2024	pip
2025	playful
2026	nailed
2027	twenty
2028	kidding
2029	eightball
2030	kills
2031	mystery
2032	beautiful
2033	trusted
2034	sticking-place
2035	mate
2036	limericks
2037	lost
2038	brandy
2039	dinks
2040	terminated
2041	cowboy
2042	country
2043	certain
2044	shells
2045	toe
2046	unfamiliar
2047	delighted
2048	stinky
2049	smile
2050	considers
2051	enlightened
2052	makin'
2053	brick
2054	designer
2055	tv'll
2056	africanized
2057	warmth
2058	dollar
2059	macaulay
2060	hold
2061	circus
2062	though
2063	test-lady
2064	screw
2065	cockroach
2066	looser
2067	ooo
2068	talking
2069	singing
2070	founded
2071	wordloaf
2072	considering
2073	enhance
2074	pajamas
2075	whenever
2076	yesterday's
2077	grumbling
2078	joe
2079	klown
2080	kyoto
2081	selfish
2082	flashing
2083	spouses
2084	goin'
2085	catholic
2086	mike
2087	wrestle
2088	moe-clone
2089	pas
2090	computer_voice_2:
2091	supermarket
2092	yea
2093	pointed
2094	checks
2095	yup
2096	chilly
2097	flailing
2098	what're
2099	shock
2100	none
2101	solely
2102	nudge
2103	fixed
2104	stirrers
2105	slurred
2106	manchego
2107	1989]
2108	rude
2109	scrape
2110	entertainer
2111	halvsies
2112	looting
2113	special
2114	belong
2115	crawl
2116	slurps
2117	the_rich_texan:
2118	homer
2119	oopsie
2120	waitin'
2121	ice
2122	bart_simpson:
2123	bam
2124	howya
2125	boy's
2126	east
2127	quitcher
2128	vote
2129	coaster's
2130	earth
2131	fleabag
2132	medicine
2133	sinkhole
2134	stiffening
2135	sec_agent_#1:
2136	diamond
2137	operation
2138	shaky
2139	taking
2140	murphy's
2141	golf
2142	marge's
2143	hanging
2144	closed
2145	because
2146	smoker
2147	nope
2148	crying
2149	duty
2150	soaps
2151	phrase
2152	reopen
2153	bubbles-in-my-nose-y
